"112年07月21日 每5秒指數統計"
"時間","發行量加權股價指數","未含金融保險股指數","未含電子股指數","未含金融電子股指數","水泥類指數","食品類指數","塑膠類指數","紡織纖維類指數","電機機械類指數","電器電纜類指數","化學生技醫療類指數","化學類指數","生技醫療類指數","玻璃陶瓷類指數","造紙類指數","鋼鐵類指數","橡膠類指數","汽車類指數","電子類指數","半導體類指數","電腦及週邊設備類指數","光電類指數","通信網路類指數","電子零組件類指數","電子通路類指數","資訊服務類指數","其他電子類指數","建材營造類指數","航運類指數","觀光餐旅類指數","金融保險類指數","貿易百貨類指數","油電燃氣類指數","綠能環保類指數","數位雲端類指數","運動休閒類指數","居家生活類指數","其他類指數",
"10:46:50","17,027.21","14,744.94","18,409.46","15,166.43","163.17","2,108.06","228.64","598.78","323.00","107.86","130.47","153.85","75.48","50.24","375.85","143.63","244.25","420.58","830.79","375.15","245.65","37.48","137.96","195.68","186.74","178.69","106.14","374.59","145.70","143.70","1,669.83","290.08","106.64","93.60","92.74","99.24","94.93","380.36",
"10:46:55","17,026.60","14,745.06","18,406.16","15,165.06","163.17","2,106.90","228.64","598.78","323.08","107.86","130.48","153.86","75.49","50.24","375.85","143.63","244.25","420.60","830.83","375.14","245.68","37.48","137.96","195.76","186.72","178.69","106.14","374.58","145.58","143.67","1,669.21","290.08","106.64","93.60","92.74","99.24","94.93","380.36",
"10:47:00","17,026.80","14,744.59","18,407.32","15,164.04","163.17","2,108.34","228.55","598.78","323.07","107.78","130.47","153.86","75.47","50.24","375.67","143.63","244.25","420.68","830.82","375.15","245.64","37.47","137.96","195.79","186.72","178.69","106.14","374.58","145.58","143.66","1,669.79","290.08","106.64","93.60","92.74","99.17","94.93","380.30",
"10:47:05","17,027.83","14,745.44","18,410.47","15,167.25","163.16","2,108.57","228.55","598.78","323.09","107.78","130.46","153.85","75.47","50.24","375.67","143.74","244.25","420.68","830.81","375.15","245.65","37.47","137.99","195.72","186.87","178.69","106.14","374.53","145.71","143.66","1,669.93","290.40","106.64","93.55","92.74","99.28","94.93","380.30",
"10:47:10","17,027.46","14,745.59","18,408.57","15,166.82","163.16","2,108.57","228.55","598.78","323.09","107.86","130.46","153.84","75.47","50.24","375.67","143.73","244.25","420.66","830.83","375.14","245.64","37.47","138.01","195.79","186.74","178.62","106.14","374.53","145.75","143.66","1,669.48","290.40","106.52","93.63","92.74","99.28","94.93","380.30",
"10:47:15","17,027.81","14,746.20","18,407.21","15,166.13","163.16","2,108.57","228.55","598.78","323.16","107.77","130.43","153.80","75.46","50.24","375.67","143.73","244.25","420.61","830.90","375.17","245.71","37.45","138.02","195.79","187.02","178.62","106.14","374.53","145.71","143.66","1,669.25","290.40","106.52","93.63","92.74","99.28","94.93","380.30",
"10:47:20","17,026.95","14,745.35","18,408.37","15,167.53","163.28","2,108.57","228.55","598.78","323.12","107.77","130.44","153.82","75.46","50.24","375.67","143.73","244.25","420.58","830.80","375.15","245.70","37.47","137.74","195.78","187.02","178.62","106.16","374.53","145.72","143.66","1,669.25","290.40","106.64","93.63","92.74","99.25","94.93","380.33",
"10:47:25","17,026.71","14,745.00","18,409.31","15,168.21","163.22","2,108.57","228.64","598.78","323.20","107.93","130.44","153.82","75.46","50.24","375.67","143.61","244.25","420.58","830.76","375.15","245.63","37.46","137.72","195.81","186.87","178.64","106.16","374.53","145.76","143.66","1,669.36","290.40","106.64","93.63","92.74","99.25","94.93","380.33",
"10:47:30","17,025.62","14,744.27","18,405.13","15,164.41","163.16","2,108.57","228.55","598.79","322.99","107.93","130.44","153.82","75.46","50.24","375.67","143.60","244.25","420.54","830.78","375.18","245.62","37.46","137.72","195.81","186.87","178.62","106.16","374.53","145.58","143.66","1,669.07","290.40","106.64","93.63","92.74","99.22","94.92","380.31",
"10:47:35","17,026.59","14,744.95","18,407.17","15,165.91","163.16","2,108.57","228.55","598.78","323.07","107.93","130.45","153.83","75.47","50.24","375.67","143.72","244.25","420.49","830.80","375.18","245.66","37.46","137.73","195.79","186.87","178.60","106.16","374.53","145.57","143.66","1,669.29","290.40","106.64","93.63","92.74","99.29","94.92","380.31",
"10:47:40","17,027.96","14,745.71","18,409.75","15,166.93","163.16","2,108.57","228.55","599.02","323.07","107.77","130.43","153.82","75.45","50.24","375.73","143.72","244.25","420.49","830.84","375.17","245.61","37.47","137.97","195.72","186.94","178.60","106.16","374.54","145.72","143.66","1,669.80","290.40","106.65","93.55","92.74","99.27","94.92","380.31",
"10:47:45","17,021.00","14,738.21","18,412.17","15,167.34","163.16","2,108.15","228.55","599.10","323.07","107.78","130.43","153.82","75.45","50.35","375.73","143.85","244.25","420.59","830.24","374.68","245.70","37.48","137.97","195.70","186.94","178.70","106.16","374.54","145.73","143.65","1,670.40","290.40","106.53","93.53","92.76","99.29","94.92","380.33",
"10:47:50","17,030.05","14,747.43","18,411.26","15,167.55","163.09","2,107.93","228.67","599.02","323.06","107.78","130.47","153.88","75.46","50.35","375.55","143.84","244.25","420.65","830.96","375.17","245.71","37.48","137.97","195.87","186.87","178.68","106.17","374.59","145.65","143.65","1,670.09","290.40","106.53","93.53","92.76","99.29","94.92","380.33",
"10:47:55","17,027.54","14,745.19","18,410.46","15,167.39","163.16","2,107.93","228.67","599.02","323.06","107.78","130.45","153.88","75.45","50.25","375.55","143.84","244.25","420.63","830.79","375.18","245.69","37.48","137.97","195.87","186.88","178.68","105.86","374.57","145.63","143.65","1,669.89","290.40","106.53","93.53","92.76","99.29","95.01","380.33",
"10:48:00","17,028.18","14,745.89","18,410.43","15,167.61","163.16","2,108.15","228.66","599.02","323.06","107.78","130.45","153.88","75.45","50.26","375.55","143.85","244.25","420.63","830.84","375.15","245.74","37.48","137.73","195.89","186.88","178.68","106.14","374.57","145.60","143.65","1,669.83","290.40","106.53","93.53","92.76","99.36","95.01","380.33",
"10:48:05","17,036.88","14,754.48","18,410.04","15,167.42","163.16","2,108.22","228.67","599.02","322.97","107.78","130.46","153.88","75.45","50.24","375.55","143.85","244.25","420.63","831.52","375.63","245.90","37.47","137.73","195.87","186.88","178.68","106.14","374.57","145.61","143.65","1,669.76","290.40","106.52","93.53","92.76","99.36","95.01","380.33",
"10:48:10","17,025.48","14,743.83","18,408.84","15,167.80","163.28","2,108.22","228.67","599.03","322.97","107.78","130.45","153.88","75.44","50.24","375.52","143.85","244.25","420.58","830.67","375.14","245.80","37.47","137.73","195.87","186.88","178.68","105.83","374.57","145.67","143.65","1,669.32","290.40","106.52","93.61","92.76","99.29","95.00","380.33",
"10:48:15","17,027.66","14,745.16","18,410.68","15,167.08","163.28","2,107.99","228.67","599.03","323.06","107.78","130.45","153.88","75.44","50.24","375.52","143.85","244.25","420.61","830.79","375.18","245.89","37.49","137.78","195.86","186.88","178.68","105.83","374.57","145.57","143.63","1,670.03","290.40","106.52","93.61","92.76","99.29","95.00","380.33",
"10:48:20","17,027.69","14,745.91","18,409.20","15,167.93","163.22","2,108.22","228.67","599.03","323.06","107.80","130.45","153.88","75.44","50.24","375.41","143.85","244.25","420.62","830.84","375.19","245.94","37.49","137.78","195.88","186.88","178.69","105.83","374.57","145.58","143.65","1,669.39","290.40","106.52","93.61","92.76","99.36","95.00","380.43",
"10:48:25","17,027.12","14,745.35","18,409.10","15,167.81","163.16","2,108.22","228.67","599.03","323.05","107.80","130.45","153.88","75.44","50.24","375.58","143.85","244.25","420.69","830.79","375.19","245.88","37.47","137.77","195.87","186.88","178.72","105.83","374.57","145.58","143.65","1,669.39","290.40","106.52","93.61","92.76","99.29","95.18","380.43",
"10:48:30","17,027.96","14,746.18","18,410.00","15,168.89","163.28","2,108.22","228.67","599.03","323.05","107.77","130.45","153.88","75.44","50.24","375.58","143.97","244.25","420.65","830.84","375.18","246.02","37.49","137.72","195.90","186.88","178.72","105.82","374.58","145.57","143.65","1,669.39","290.40","106.52","93.61","92.76","99.29","95.18","380.42",
"10:48:35","17,036.96","14,754.82","18,409.42","15,167.60","163.28","2,108.22","228.67","599.03","323.01","107.77","130.44","153.88","75.43","50.24","375.52","143.85","244.25","420.65","831.55","375.68","245.77","37.48","137.72","195.88","186.88","178.74","106.16","374.58","145.57","143.64","1,669.54","290.40","106.52","93.61","92.76","99.27","95.18","380.42",
"10:48:40","17,028.94","14,747.51","18,407.88","15,167.68","163.16","2,108.22","228.78","598.76","323.07","107.77","130.43","153.84","75.43","50.24","375.70","143.85","244.25","420.55","830.97","375.20","245.92","37.45","137.72","195.91","186.81","178.74","106.16","374.58","145.57","143.64","1,669.07","290.40","106.52","93.61","92.76","99.27","95.18","380.41",
"10:48:45","17,038.27","14,756.74","18,408.59","15,168.88","163.22","2,108.25","228.78","598.65","323.07","107.77","130.43","153.84","75.45","50.26","375.70","143.87","244.25","420.51","831.67","375.70","246.03","37.44","137.73","195.93","186.79","178.76","106.16","374.52","145.54","143.64","1,668.98","290.40","106.52","93.61","92.76","99.34","95.18","380.72",
"10:48:50","17,037.60","14,756.09","18,408.62","15,168.92","163.09","2,109.70","228.78","598.64","323.07","107.77","130.43","153.84","75.43","50.26","375.70","143.87","244.39","420.52","831.62","375.69","245.97","37.44","137.72","195.91","186.79","178.76","106.16","374.52","145.55","143.64","1,668.98","290.26","106.52","93.53","92.76","99.34","95.18","380.72",
"10:48:55","17,038.01","14,756.70","18,407.86","15,168.78","163.28","2,109.66","228.75","598.64","323.07","107.76","130.43","153.84","75.43","50.26","375.70","143.87","244.39","420.52","831.67","375.70","246.05","37.44","137.72","195.92","186.79","178.51","106.16","374.56","145.55","143.64","1,668.80","290.19","106.52","93.53","92.76","99.28","95.18","380.71",
"10:49:00","17,038.54","14,756.91","18,408.83","15,168.84","163.28","2,109.54","228.75","598.64","323.07","107.77","130.43","153.84","75.43","50.26","375.70","143.87","244.39","420.52","831.68","375.69","245.93","37.44","137.98","195.86","186.87","178.51","106.16","374.56","145.56","143.64","1,669.06","290.19","106.52","93.53","92.76","99.27","95.18","380.72",
"10:49:05","17,038.28","14,756.28","18,408.39","15,166.96","163.16","2,106.35","228.75","598.64","323.06","107.77","130.42","153.82","75.43","50.26","375.70","143.87","244.25","420.55","831.68","375.69","245.90","37.43","138.00","195.89","186.87","178.54","106.14","374.56","145.56","143.65","1,669.39","290.19","106.52","93.51","92.76","99.31","95.18","380.72",
"10:49:10","17,028.98","14,747.20","18,409.97","15,168.95","163.16","2,108.03","228.83","598.64","322.91","107.77","130.42","153.82","75.43","50.37","375.70","143.85","244.25","420.60","830.91","375.17","245.94","37.43","137.74","195.90","186.87","178.54","106.14","374.56","145.57","143.65","1,669.37","290.19","106.64","93.59","92.76","99.24","95.18","380.73",
"10:49:15","17,037.84","14,755.76","18,409.69","15,168.22","163.22","2,108.09","228.75","598.90","322.93","107.77","130.43","153.82","75.45","50.37","375.64","143.85","244.25","420.57","831.61","375.66","245.99","37.43","137.77","195.90","186.80","178.54","106.18","374.56","145.54","143.65","1,669.47","290.19","106.64","93.51","92.76","99.24","95.18","380.69",
"10:49:20","17,036.22","14,754.64","18,407.43","15,167.19","163.09","2,108.13","228.75","598.90","322.93","107.77","130.43","153.82","75.45","50.37","375.64","143.85","244.25","420.57","831.54","375.63","245.91","37.44","137.77","195.89","186.80","178.54","106.18","374.56","145.53","143.65","1,669.06","289.87","106.64","93.51","92.76","99.24","95.18","380.69",
"10:49:25","17,029.02","14,747.70","18,400.87","15,159.68","163.09","2,103.56","228.55","598.70","322.91","107.75","130.44","153.86","75.44","50.26","375.64","143.85","244.11","420.70","831.16","375.61","245.65","37.43","137.70","195.83","186.76","178.54","105.85","374.56","145.44","143.65","1,668.98","289.87","106.53","93.55","92.76","99.13","95.18","380.33",
"10:49:30","17,026.31","14,746.15","18,395.42","15,157.10","163.09","2,105.24","228.36","598.62","322.96","107.67","130.43","153.83","75.44","50.26","375.82","143.73","244.11","420.67","831.09","375.61","245.52","37.42","137.70","195.81","186.90","178.54","105.85","374.56","145.41","143.65","1,668.02","289.87","106.53","93.55","92.76","99.11","95.09","380.33",
"10:49:35","17,029.58","14,748.47","18,399.24","15,158.51","163.11","2,105.24","228.35","598.62","322.95","107.67","130.44","153.85","75.44","50.26","375.64","143.85","244.11","420.67","831.25","375.65","245.71","37.44","137.72","195.81","186.82","178.54","105.85","374.58","145.46","143.68","1,668.79","289.87","106.53","93.63","92.76","99.11","95.09","380.29",
"10:49:40","17,032.87","14,751.10","18,401.58","15,159.21","163.17","2,105.24","228.47","598.62","322.87","107.67","130.42","153.86","75.41","50.26","375.64","143.85","244.11","420.64","831.44","375.65","245.54","37.44","137.96","195.84","186.81","178.54","106.16","374.57","145.47","143.63","1,669.30","289.87","106.53","93.63","92.76","99.11","95.09","380.29",
"10:49:45","17,024.72","14,742.75","18,405.91","15,163.07","163.11","2,105.24","228.47","598.97","322.85","107.68","130.41","153.82","75.43","50.37","375.46","143.85","244.11","420.65","830.69","375.15","245.51","37.44","137.71","195.83","186.81","178.52","106.16","374.57","145.67","143.63","1,669.62","289.87","106.65","93.63","92.76","99.18","95.09","380.32",
"10:49:50","17,023.87","14,742.15","18,402.50","15,159.83","163.11","2,103.79","228.27","598.35","322.92","107.68","130.43","153.90","75.41","50.34","375.35","143.85","244.11","420.72","830.72","375.16","245.59","37.44","137.70","195.84","186.68","178.52","106.16","374.57","145.61","143.60","1,669.41","289.80","106.65","93.63","92.76","99.18","95.09","380.32",
"10:49:55","17,023.46","14,742.01","18,402.71","15,161.02","163.23","2,105.19","228.36","598.35","322.78","107.67","130.45","153.90","75.42","50.34","375.35","143.85","244.25","420.72","830.68","375.16","245.57","37.42","137.70","195.81","186.68","178.52","106.14","374.57","145.63","143.53","1,669.18","289.80","106.65","93.68","92.76","99.11","95.09","380.32",
"10:50:00","17,031.01","14,749.71","18,401.06","15,160.15","163.11","2,104.74","228.47","598.35","322.86","107.75","130.44","153.90","75.42","50.34","375.41","143.85","244.25","420.64","831.31","375.65","245.49","37.45","137.70","195.81","186.69","178.52","106.15","374.57","145.51","143.50","1,668.92","289.80","106.64","93.60","92.76","99.11","95.09","380.32",
"10:50:05","17,035.48","14,753.37","18,403.84","15,160.93","163.23","2,105.19","228.38","598.45","322.86","107.75","130.43","153.90","75.41","50.34","375.41","143.85","244.25","420.64","831.58","375.68","246.15","37.43","137.72","195.72","186.75","178.52","106.13","374.57","145.52","143.46","1,669.53","289.80","106.64","93.60","92.76","99.24","95.09","380.29",
"10:50:10","17,035.45","14,753.86","18,402.49","15,161.17","163.30","2,105.16","228.38","598.45","322.86","107.67","130.43","153.89","75.41","50.34","375.41","143.85","244.25","420.65","831.61","375.66","246.32","37.42","137.73","195.70","186.75","178.52","106.13","374.57","145.54","143.46","1,669.09","289.80","106.64","93.60","92.76","99.24","95.09","380.29",
"10:50:15","17,035.53","14,754.23","18,401.25","15,160.72","163.10","2,105.50","228.38","598.45","322.85","107.67","130.43","153.89","75.41","50.34","375.41","143.85","244.25","420.71","831.65","375.68","246.34","37.42","137.77","195.69","186.68","178.52","106.13","374.57","145.65","143.43","1,668.83","289.80","106.52","93.60","92.76","99.24","95.09","380.29",
"10:50:20","17,036.55","14,754.64","18,403.55","15,161.38","163.10","2,105.50","228.47","598.45","322.78","107.67","130.43","153.89","75.41","50.34","375.41","143.85","244.27","420.71","831.67","375.70","246.44","37.41","138.03","195.74","186.68","178.61","105.81","374.57","145.59","143.41","1,669.34","289.80","106.64","93.68","92.76","99.18","95.09","380.29",
"10:50:25","17,035.96","14,753.88","18,404.32","15,161.62","163.10","2,105.38","228.47","598.45","322.75","107.67","130.42","153.90","75.40","50.34","375.41","143.85","244.27","420.71","831.60","375.70","246.56","37.41","137.73","195.72","186.68","178.61","105.81","374.56","145.63","143.41","1,669.51","289.80","106.64","93.60","92.76","99.20","95.09","380.29",
"10:50:30","17,036.97","14,755.06","18,403.56","15,161.40","163.10","2,105.38","228.47","598.45","322.89","107.66","130.41","153.89","75.39","50.34","375.41","143.85","244.27","420.67","831.70","375.70","246.56","37.42","137.99","195.71","186.68","178.61","105.81","374.56","145.48","143.41","1,669.34","289.80","106.64","93.60","92.76","99.32","95.09","380.35",
